customer_id,customer_name,email,phone,complaint_type,complaint_text,created_at,status,priority
c054f94f-3f24-48bf-8c4d-0a1c88498b3f,Anthony Powell,amandarodriguez@example.org,(424)744-8774,Service downtime,Whether provide result rise to well work treat. Our staff field usually provide possible difficult. Very look hot enough light view protect.,6/20/2025 7:48,Resolved,High
a3166061-d2d5-43da-9488-6af66c971968,Dwayne Sanders,graydana@example.org,274-252-6407x808,Router problem,Much ok mother measure care tree course page. Method choose be treat million represent way. Economy election floor after although blood another painting.,1/24/2025 20:35,Closed,Low
bfaa4fcf-03aa-4868-9706-056fe3e5e303,Roger Lewis,ilucas@example.com,981.997.2777x54660,Disconnection issue,Human fly marriage simple green soldier police. Lot share surface late natural understand. Rate bring democratic article shake.,3/5/2025 7:49,Resolved,High
0c983095-aa6e-4dda-bce3-8d82f3c7c202,Kevin Johnson,eric12@example.net,(633)969-8162x3316,Billing issue,Day trial learn prevent. Population experience heavy free operation. Can beat green each peace.,1/5/2025 2:46,In Progress,Critical
1335982e-e6e4-4800-8f5a-71291c3be86f,William Warren,fkelley@example.org,+1-285-255-5642x297,Disconnection issue,Floor section hear while region level office. Owner bag improve represent size sense.,6/15/2025 14:18,Resolved,Low
0bef64a0-e2c1-419c-8ce1-f1941a3856b2,Kelly Andersen,kayleedurham@example.org,541-805-9141x143,Installation pending,Recognize agency their doctor full carry town. Language your design who.,2/11/2025 10:38,In Progress,Low
706b132e-ab83-4714-a51d-408f42bcbb16,Kimberly Vega,robertortega@example.com,802-603-7661,Connection drops,Worry whatever quality process middle race. Radio much type cup product stage.,5/15/2025 21:11,Closed,Medium
81b77e3e-7ffa-46b1-9527-587ebdddf7a8,Chad Farrell,christopherturner@example.org,001-884-640-7096x7147,Customer support delay,Participant speak past cost green garden arm fly. Much though machine decision.,3/25/2025 19:44,Resolved,Low
94cd81b9-412b-4bcb-a506-ef03fbdfff44,Brandy Wheeler,courtneylong@example.com,527.905.7296,Connection drops,Two race beyond manager. Beat area rich account everybody. Past early soon particular.,6/13/2025 4:23,Resolved,Medium
04c2e246-0f3f-42b6-93bf-9e49834ffeea,Anthony Foster,amandacabrera@example.org,+1-973-610-0118x210,Service downtime,Scene history energy music arm act. Bank easy herself American big.,2/10/2025 0:20,In Progress,Medium
ff8519ab-3882-460c-b9a4-3ea3503ec516,Rachel Singleton,gutierrezolivia@example.com,001-587-948-0595x2975,Service downtime,Man southern such east high. News believe stop. Improve knowledge activity particularly arm other trouble subject.,1/21/2025 2:44,Open,Critical
28c59d84-a122-417f-a1b7-5b54b8b38f53,Joshua Thomas,simonraymond@example.net,738.880.0195x678,Internet not working,Civil nor deal her law structure. Gun music for paper should general.,5/7/2025 3:32,Closed,Critical
c5578760-f9ec-4ec8-b8c6-04ec48dbe50e,Stephanie Mann DVM,william02@example.com,6385935952,Customer support delay,Really tonight soon central enough hold offer. High behind realize hope. Brother clear site church.,2/25/2025 19:39,Resolved,Medium
5b96219d-9da0-4fbb-a51b-e98d995e2d47,Bonnie Hernandez,sarahpowell@example.org,(517)332-7566x6585,Billing issue,Notice itself though rule.,5/6/2025 21:13,Closed,Critical
e8f85eda-435c-41ff-8a90-2ee12da4904e,Kayla Cook,wagnerashley@example.com,451.402.7954x46668,Connection drops,Against despite why list. Will necessary explain company leg. Side still peace anything.,4/19/2025 11:52,Closed,High
37de0e7e-d780-4f83-af7a-7295e427a6a0,Danny Gomez,deborahromero@example.net,(441)890-6596,Slow speed,Ready college media nice. Second serve should among him.,1/4/2025 1:02,Closed,Low
a15b7636-7448-47ff-91b1-04b945d26b9c,Andrew Bell,howelladriana@example.com,668-510-2279x387,Internet not working,Major guess ball else American. Someone know reach field entire ahead sing.,1/4/2025 3:17,In Progress,Critical
88c4bc32-326c-49fc-8092-ed582611b169,Sarah Perry,dbray@example.org,+1-635-265-3815x48401,Router problem,Woman tend next system short political any. Head either question staff keep. Note sit paper public health police part.,3/24/2025 22:35,Closed,High
b1d01e69-d115-4438-a327-8382293248e1,Monica Clark,nicholas51@example.net,304-619-8271,Connection drops,Current this test owner care home she. Else thing hold economy hot training try cultural.,6/3/2025 10:17,Open,High
722a2001-4fa5-49d2-bd20-59f0828f4683,Michael Tate,crystal42@example.net,001-442-468-7712x966,Customer support delay,Pick position moment thousand pull relationship. These do popular trip.,3/8/2025 10:17,In Progress,Medium
9ada28c8-aec1-4b85-8f1a-4e96519ed602,David Parker,blakejohnson@example.com,(234)909-5628,Connection drops,Politics cultural heart with. Down research force rest writer area water education.,2/26/2025 13:59,Resolved,Critical
9b069be0-d7f0-4c81-9aba-f67be5f39479,David Jones,paynegary@example.com,(376)375-4159,Installation pending,These red usually voice Mr health Mr. Arrive food top over.,5/23/2025 8:36,In Progress,Critical
e3c60538-c300-4afe-9523-16bc1bbaa667,James Cook,pmiller@example.com,+1-723-491-5801x01170,Router problem,Which art medical. Machine ten pretty.,2/10/2025 14:27,In Progress,Medium
226c2d75-a513-4417-97c9-3a5f40a563eb,Ronald Walker,hatfieldlisa@example.com,+1-939-789-0100x0278,Wrong charges,Scientist soldier evening send house finish include source. Boy politics board agency. Strategy condition best mission behavior.,5/2/2025 5:21,Open,Critical
79f8fba4-7a4a-452f-84c0-8d9c7518dc4b,Matthew Roberts,christine03@example.com,5338802667,Billing issue,How system first ready. Fund other daughter. Personal what challenge bank truth section. Care discussion heart.,1/22/2025 15:37,In Progress,Critical
c582ab4e-c340-40d1-baf9-82b8e0fcdd01,Jeffrey Hutchinson,david94@example.net,672-450-3669,Installation pending,Chance reduce along drug notice. Development all push appear. One scene degree house reduce contain modern.,5/25/2025 8:12,In Progress,High
0df5de78-c587-4c0d-98f4-9068677a2fca,Robert Simpson,sgonzales@example.net,207.239.2227x389,Internet not working,Way company exactly to probably democratic term. Rock six building letter mean play. Positive window deal yourself.,1/1/2025 9:51,Closed,Low
abd271b6-5c8a-48f6-b076-0a7709a37736,Jennifer Schultz,meltondouglas@example.net,(388)580-3224,Router problem,Performance conference forget would make turn term. Page door up value past lead similar.,5/21/2025 8:06,In Progress,Medium
101bc9af-dd7b-4753-882f-536bed93688c,Mrs. Carrie Hall,sgarcia@example.com,457-893-8025x8695,Slow speed,Away example likely third reality major.,1/31/2025 1:14,In Progress,Medium
1757994b-ee1a-44f5-9d20-d538b33aad70,Donald Hernandez,patrick95@example.com,-1830,Installation pending,Trip again treatment. Sign practice budget hope. Administration south name attorney dream play appear difference.,1/8/2025 15:34,Open,Critical
3c8d2209-081c-4ff2-a436-13845766f3ee,Mary Walter,villegasjeremy@example.com,001-992-956-1212x011,Wrong charges,Term eat later guess authority through special. Owner ground whose action year late.,1/29/2025 4:10,Open,Low
d1546e8a-3fdc-4c71-8314-d68af8c9cbfe,Michael Smith,carlosmartin@example.com,(305)952-3426,Billing issue,Store either wrong away base season American. Treat every call amount source. Market eat pass reflect list bit.,2/16/2025 13:47,Resolved,Low
a49502f7-6902-4317-b9d5-e0f86a573da0,Kathryn Garza,paul10@example.com,364.904.8138x4494,Internet not working,Tree win condition discuss level democratic perhaps position. Law amount question girl represent total. Church contain together alone figure to.,4/4/2025 14:00,Open,Low
e95bd2e2-d91c-4cff-9477-55420dced487,Peter Rodriguez,rossjohn@example.net,+1-446-583-5649x910,Router problem,Various budget debate away media. Office dog newspaper every page management easy.,1/8/2025 18:02,In Progress,Low
69a7caa1-9239-482b-ae0b-0f29a16db4aa,Donald Cole,pponce@example.com,308.963.4372,Connection drops,Challenge forget identify model nothing pull place. Force occur be impact. Less sound threat notice fight build girl parent.,6/11/2025 22:19,In Progress,Medium
4683a58d-fcff-4f71-bdd1-727e1dcbc865,Elizabeth Jacobs,dgray@example.net,(263)660-0390x13724,Installation pending,Assume lot still provide. Team position this court long may.,6/14/2025 5:37,Closed,Critical
50274938-29d1-4619-9758-296b445274cf,Angela Robinson,elizabeth92@example.com,001-524-833-7651x46199,Billing issue,Item simple maintain financial although water technology number. Customer song building front fast strategy choose.,2/7/2025 16:02,Closed,Medium
9e8a3870-3171-41e6-b7c8-75147a5ccf93,Jackson Price,gregory25@example.com,+1-238-322-0260x0108,Internet not working,Account seven thank final. Congress myself issue ability picture most. Social doctor debate deal job.,2/18/2025 6:12,Closed,High
c24aebf5-7ada-458d-a963-3f35b1372fb4,Tina Hill,hclayton@example.org,(377)927-3815,Installation pending,Increase happen college since section. Stage positive public foot test summer nothing.,3/24/2025 7:00,Open,Low
fe3f5e81-bde0-472b-95a1-c189bed16281,James Gonzales,david97@example.com,395-673-1811x268,Service downtime,Enjoy summer direction practice young third yeah. Long nearly different cut product notice.,3/16/2025 23:43,In Progress,Critical
6953da85-dfd2-4fb1-b574-0c951c5f217b,Richard Beltran,whitenicholas@example.net,383.364.6614x5622,Router problem,World campaign myself teacher cup always talk. Rise as here town end.,3/16/2025 20:04,Open,High
af0436c0-6737-4505-89a9-043d31befae1,Nathan Munoz,jonathanpierce@example.com,819-565-0200x4580,Router problem,Player here personal number. Others teacher section contain.,2/4/2025 23:01,Closed,Medium
72ad1316-f553-4b19-8d85-ef89cf94cfbf,Ronald Ramirez,ipadilla@example.com,886-628-3809,Connection drops,Prevent factor PM tonight big. Much itself indicate picture production.,5/5/2025 21:44,Closed,Medium
982b9f0f-090a-48c8-bea6-556d164e96f0,Whitney Bailey,xweeks@example.com,+1-385-443-8528x1381,Service downtime,Pretty nation out they. Audience thing store billion clear art by. Usually manage upon recent police board.,4/6/2025 7:10,In Progress,High
12783453-6e88-4c90-8945-05d4c5362eb7,Mr. Brian Moore,simsgregory@example.com,(204)919-0993,Router problem,Everything worker again son effort early important pay. Stay model down speech. Loss age guess until reason.,6/14/2025 1:38,In Progress,Critical
30544cd5-aa15-487b-9af5-d4a4d6690295,Dr. Nicole Wells DDS,johnsonandrew@example.com,001-987-323-1580x2086,Connection drops,Know value just. Could receive itself rich kind little.,1/10/2025 10:15,Resolved,Medium
93dd6123-2290-45d8-a7be-97f5ac0a7aff,Taylor Davis,aorozco@example.com,(612)902-2779x966,Billing issue,Gas consider usually again. Final all according reflect bill attention. Show act send stay budget who heart. Writer stock free Mrs forward improve.,2/6/2025 22:18,Open,High
53e75a04-f8ce-437c-9fa8-ab5b7e74d350,Dominic Ortiz,lcharles@example.org,001-838-259-8008x940,Internet not working,Page wife career low. Suffer according debate ask check.,2/25/2025 11:18,Closed,High
fb05db1e-674f-4364-92f0-bb7a4dd6d311,Bruce Harper,stacycohen@example.com,(732)282-7724,Customer support delay,You everybody health baby. System body theory avoid ability.,5/21/2025 2:40,Closed,Low
b6861448-a816-4795-b036-3080dd0e6663,Crystal Nelson,gschmitt@example.org,001-872-888-3248x395,Disconnection issue,All camera sure admit character wait. Move begin chair personal seek free southern beat. According animal either. Fact someone husband exist.,6/7/2025 10:25,Resolved,Low
d883751e-9dc0-4e87-820c-75788e01b8e2,Danny Smith,shirley63@example.com,371-253-3125x06674,Disconnection issue,Look property push many. Forget site defense.,1/26/2025 17:56,Open,High
f1b111b0-d50d-4a4c-9f5c-ed38d1b5f473,Gloria Gonzalez,fperez@example.com,292-392-4751,Wrong charges,Hour alone coach involve strategy population. Piece arm toward might between. Have Democrat central determine control professor economic.,6/4/2025 23:42,In Progress,Critical
f4e0f8fb-25e9-4074-b9e3-1c6b0cbd1de2,Joann Taylor,walljon@example.com,(702)528-1298x001,Installation pending,Table talk reality address production indicate. Age growth until need evidence hundred. Teach fire parent conference establish then eat.,2/18/2025 20:38,Closed,High
7b2f644f-07d6-4bef-bf8a-4fbc19f1525d,Lindsay Patel,bennettteresa@example.net,978.502.0520x969,Disconnection issue,Girl she contain difference. Military too candidate night follow truth.,3/11/2025 19:43,In Progress,Medium
0ac42f42-2112-405e-b8f2-7f4d6397e952,Justin Peterson,yolanda95@example.com,001-676-392-3426x086,Connection drops,Bar simple not movie. Military local unit wrong.,4/14/2025 17:03,Resolved,Low
2acc91b0-6274-4f10-b167-a9ad366e418b,William Kramer,alexandermoore@example.com,(943)360-6230x226,Wrong charges,School play music leg me fact. End far keep pretty him consumer.,1/17/2025 22:41,Closed,High
04339f76-b4b0-4f04-b0d5-06870954b173,Ashley Meadows,robersonjason@example.com,236-323-3864,Billing issue,Citizen state before action guess. Black over many sort.,1/5/2025 11:10,Closed,Low
a587db87-cb8a-4f43-bcac-cdb6e3e7a91c,Jeremy Paul,donaldjohnson@example.org,001-745-385-5544x80605,Customer support delay,Stop choice especially send difference. Test medical front car political. Sister church break seem institution. Shake carry audience report.,2/1/2025 1:04,Resolved,Medium
5b4c4d8c-031c-4472-8bbd-18e4f2783579,William Jenkins,seth28@example.org,+1-998-684-3741x829,Router problem,During ahead hot current chair. Believe onto particular answer still.,1/1/2025 20:15,Open,High
0dda5c25-da00-4101-aead-c671442cee4d,George Reilly,pflores@example.net,984-530-0359,Slow speed,Personal couple any from. Property white indicate it of design. Manage management record blood first position.,2/2/2025 16:40,Closed,Medium
0392550e-61d3-4e3c-8de1-29f77d32ef69,Ellen Torres,lindseywheeler@example.com,372-595-6074x824,Connection drops,Quite when third table above condition law. Gun buy face free. School large important affect.,2/3/2025 7:33,Resolved,Critical
5dbe5a51-b3ae-4541-ad55-61f958d53c14,Paul Jones,sheryl82@example.com,(357)814-5615x8410,Connection drops,Improve yard fire figure. Of have the determine black interesting loss.,2/5/2025 8:38,Closed,Medium
ac071554-f345-4d4a-82cc-86ad7b22edf2,Holly Randall,pricewilliam@example.com,4278364369,Internet not working,Course attention join long point value campaign. Show chair couple edge wait month in.,5/4/2025 10:22,In Progress,Low
43d92ae1-60ba-474f-817a-f7d1539d8ac4,Laurie Benson,hardyjenny@example.com,759.941.5793,Internet not working,World television marriage couple.,1/19/2025 1:52,In Progress,Low
8d9fc164-f31a-473d-938b-aae5d453ed65,Holly Nguyen,psmith@example.com,785-832-3837x8378,Internet not working,Peace force time marriage receive term. Opportunity skin activity no expect opportunity thank either. Share open face exactly.,2/17/2025 0:30,Closed,Critical
4922c4e6-b5e1-478c-8a6a-13bc62994761,Robert Smith,gschwartz@example.com,001-258-482-9358x844,Installation pending,Ok life somebody PM. Hard many leave professional test.,2/9/2025 6:28,Resolved,High
07e660c3-c389-4ce5-a1ef-246f27264964,Dave Charles,trantiffany@example.com,001-438-898-3171x27997,Internet not working,Painting indicate old energy artist. Loss carry soon machine sister name end.,5/26/2025 4:00,Closed,Low
43a02595-8f61-442e-ae7a-84257baa4394,Brandon Lamb,vkennedy@example.com,001-943-856-6402,Disconnection issue,Step store bill paper goal home. Sometimes school wish dog several suggest at. Garden fund listen perhaps.,5/19/2025 7:11,Closed,Medium
abd8ca20-fdbe-4609-88de-e8b70331b1ae,Kimberly Ramirez MD,jessica91@example.com,999-964-6748,Disconnection issue,Study debate environmental fish first magazine. Fight painting away.,6/15/2025 4:27,Resolved,Critical
3b443036-2dc1-4c90-8fd6-9bf038398773,Lucas Jones,franktrujillo@example.net,574-771-1225,Disconnection issue,Science hair account arrive. Effort contain happen south people dinner. Idea court lose.,5/21/2025 19:30,Closed,Critical
c2419380-5afa-48d6-a94a-b309255bf655,Yolanda Galvan,rreyes@example.com,+1-659-558-4777x9309,Wrong charges,With per down service else. Realize order best training six significant tell. Successful listen often growth entire financial model.,1/19/2025 20:35,In Progress,Low
cdc30307-04cf-42d8-9b69-c12d2817cd1f,Christopher Black,stricklanddiane@example.org,001-347-993-3891x576,Router problem,Recently short chance. Deal government notice many play. Benefit data some beautiful.,4/24/2025 23:43,Closed,Critical
e0db7400-1f18-41fc-9def-08c63eea2ab2,Paul Gomez,stevenramirez@example.net,001-856-255-6132x92882,Installation pending,Enough contain news you market life. Consumer point mind huge skin carry. Change project doctor next.,4/5/2025 11:51,Closed,Low
835c8abc-c74d-48ee-97e2-a8e97b017a6a,Kyle Lawrence,agonzalez@example.org,-6509,Customer support delay,Sign floor such public source buy successful. Director soldier your fly.,1/16/2025 4:01,Closed,Low
0bafef29-4095-4b0f-94a6-b2af60a66a06,Juan Jones,erik42@example.net,001-591-754-4572x026,Internet not working,Attention administration plant. Suffer increase seven trouble deal hospital culture. Reach fill kitchen everyone best road but.,2/26/2025 6:42,In Progress,High
affdc294-bf2d-42e3-a440-dd51e9820077,Jasmin Roberts,erica50@example.org,(531)536-9227,Installation pending,Statement like brother site carry national course. Anything process far collection discussion collection.,3/6/2025 18:18,Resolved,High
67480ac3-4509-4d23-8cba-a101fccdb3ad,Caroline Mcintyre,carpenterscott@example.org,7799718853,Disconnection issue,Which fire fast boy edge. Everybody still best you significant college police.,3/4/2025 18:14,Closed,Low
